,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14],1,HARDEN,7,HARDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15],1,FURYATTACK,10,FURYATTACK,13,FOCUSENERGY,16,TWINEEDLE,19,RAGE,22,PURSUIT,25,TOXICSPIKES,28,PINMISSILE,31,AGILITY,34,ASSURANCE,37,POISONJAB,40,ENDEAVOR,45,FELLSTINGER,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16],1,TACKLE,5,SANDATTACK,9,GUST,13,QUICKATTACK,17,WHIRLWIND,21,TWISTER,25,FEATHERDANCE,29,AGILITY,33,WINGATTACK,37,ROOST,41,TAILWIND,45,MIRRORMOVE,49,AIRSLASH,53,HURRICANE,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=AIRCUTTER,AIRSLASH,BRAVEBIRD,DEFOG,FAINTATTACK,FORESIGHT,PURSUIT,STEELWING,UPROAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17],1,TACKLE,1,SANDATTACK,1,GUST,5,SANDATTACK,9,GUST,13,QUICKATTACK,17,WHIRLWIND,22,TWISTER,27,FEATHERDANCE,32,AGILITY,37,WINGATTACK,42,ROOST,47,TAILWIND,52,MIRRORMOVE,57,AIRSLASH,62,HURRICANE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18],1,HURRICANE,1,TACKLE,1,SANDATTACK,1,GUST,1,QUICKATTACK,5,SANDATTACK,9,GUST,13,QUICKATTACK,17,WHIRLWIND,22,TWISTER,27,FEATHERDANCE,32,AGILITY,38,WINGATTACK,44,ROOST,50,TAILWIND,56,MIRRORMOVE,62,AIRSLASH,68,HURRICANE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19],1,TACKLE,1,TAILWHIP,4,QUICKATTACK,7,FOCUSENERGY,10,BITE,13,PURSUIT,16,HYPERFANG,19,SUCKERPUNCH,22,CRUNCH,25,ASSURANCE,28,SUPERFANG,31,DOUBLEEDGE,34,ENDEAVOR,,,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=BITE,FINALGAMBIT,FLAMEWHEEL,FURYSWIPES,LASTRESORT,MEFIRST,REVENGE,REVERSAL,SCREECH,UPROAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20],1,SWORDSDANCE,1,TACKLE,1,TAILWHIP,1,QUICKATTACK,1,FOCUSENERGY,4,QUICKATTACK,7,FOCUSENERGY,10,BITE,13,PURSUIT,16,HYPERFANG,19,SUCKERPUNCH,20,SCARYFACE,24,CRUNCH,29,ASSURANCE,34,SUPERFANG,39,DOUBLEEDGE,44,ENDEAVOR,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21],1,PECK,1,GROWL,5,LEER,9,FURYATTACK,13,PURSUIT,17,AERIALACE,21,MIRRORMOVE,25,AGILITY,29,ASSURANCE,33,ROOST,37,DRILLPECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=ASTONISH,FAINTATTACK,FEATHERDANCE,QUICKATTACK,RAZORWIND,SCARYFACE,SKYATTACK,STEELWING,TRIATTACK,UPROAR,WHIRLWIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22],1,DRILLRUN,1,PLUCK,1,PECK,1,GROWL,1,LEER,1,FURYATTACK,5,LEER,9,FURYATTACK,13,PURSUIT,17,AERIALACE,23,MIRRORMOVE,29,AGILITY,35,ASSURANCE,41,ROOST,47,DRILLPECK,53,DRILLRUN,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23],1,WRAP,1,LEER,4,POISONSTING,9,BITE,12,GLARE,17,SCREECH,20,ACID,25,STOCKPILE,25,SWALLOW,25,SPITUP,28,ACIDSPRAY,33,MUDBOMB,36,GASTROACID,38,BELCH,41,HAZE,44,COIL,49,GUNKSHOT,,,,,,,,,,,,,,,,
,EggMoves=BEATUP,DISABLE,IRONTAIL,POISONFANG,POISONTAIL,PURSUIT,SCARYFACE,SLAM,SNATCH,SPITE,SUCKERPUNCH,SWITCHEROO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24],1,ICEFANG,1,THUNDERFANG,1,FIREFANG,1,WRAP,1,LEER,1,POISONSTING,1,BITE,4,POISONSTING,9,BITE,12,GLARE,17,SCREECH,20,ACID,22,CRUNCH,27,STOCKPILE,27,SWALLOW,27,SPITUP,32,ACIDSPRAY,39,MUDBOMB,44,GASTROACID,48,BELCH,51,HAZE,56,COIL,63,GUNKSHOT,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25],1,TAILWHIP,1,THUNDERSHOCK,5,GROWL,7,PLAYNICE,10,QUICKATTACK,13,ELECTROBALL,18,THUNDERWAVE,21,FEINT,23,DOUBLETEAM,26,SPARK,29,NUZZLE,34,DISCHARGE,37,SLAM,42,THUNDERBOLT,45,AGILITY,50,WILDCHARGE,53,LIGHTSCREEN,58,THUNDER,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26],1,THUNDERSHOCK,1,TAILWHIP,1,QUICKATTACK,1,THUNDERBOLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27],1,SCRATCH,1,DEFENSECURL,3,SANDATTACK,5,POISONSTING,7,ROLLOUT,9,RAPIDSPIN,11,FURYCUTTER,14,MAGNITUDE,17,SWIFT,20,FURYSWIPES,23,SANDTOMB,26,SLASH,30,DIG,34,GYROBALL,38,SWORDSDANCE,42,SANDSTORM,46,EARTHQUAKE,,,,,,,,,,,,,,,,
,EggMoves=CHIPAWAY,CRUSHCLAW,ENDURE,FLAIL,METALCLAW,MUDSHOT,NIGHTSLASH,RAPIDSPIN,ROCKCLIMB,ROTOTILLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28],1,SCRATCH,1,DEFENSECURL,1,SANDATTACK,1,POISONSTING,3,SANDATTACK,5,POISONSTING,7,ROLLOUT,9,RAPIDSPIN,11,FURYCUTTER,14,MAGNITUDE,17,SWIFT,20,FURYSWIPES,22,CRUSHCLAW,24,SANDTOMB,28,SLASH,33,DIG,38,GYROBALL,43,SWORDSDANCE,48,SANDSTORM,53,EARTHQUAKE,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29],1,GROWL,1,SCRATCH,7,TAILWHIP,9,DOUBLEKICK,13,POISONSTING,19,FURYSWIPES,21,BITE,25,HELPINGHAND,31,TOXICSPIKES,33,FLATTER,37,CRUNCH,43,CAPTIVATE,45,POISONFANG,,,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=BEATUP,CHARM,CHIPAWAY,DISABLE,ENDURE,FOCUSENERGY,IRONTAIL,POISONTAIL,PURSUIT,SKULLBASH,SUPERSONIC,TAKEDOWN,VENOMDRENCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30],1,GROWL,1,SCRATCH,7,TAILWHIP,9,DOUBLEKICK,13,POISONSTING,20,FURYSWIPES,23,BITE,28,HELPINGHAND,35,TOXICSPIKES,38,FLATTER,43,CRUNCH,50,CAPTIVATE,58,POISONFANG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31],1,SUPERPOWER,1,SCRATCH,1,TAILWHIP,1,DOUBLEKICK,1,POISONSTING,23,CHIPAWAY,35,BODYSLAM,43,EARTHPOWER,58,SUPERPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32],1,LEER,1,PECK,7,FOCUSENERGY,9,DOUBLEKICK,13,POISONSTING,19,FURYATTACK,21,HORNATTACK,25,HELPINGHAND,31,TOXICSPIKES,33,FLATTER,37,POISONJAB,43,CAPTIVATE,45,HORNDRILL,,,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=AMNESIA,BEATUP,CHIPAWAY,CONFUSION,DISABLE,ENDURE,HEADSMASH,IRONTAIL,POISONTAIL,SUCKERPUNCH,SUPERSONIC,TAKEDOWN,VENOMDRENCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33],1,LEER,1,PECK,7,FOCUSENERGY,9,DOUBLEKICK,13,POISONSTING,20,FURYATTACK,23,HORNATTACK,28,HELPINGHAND,35,TOXICSPIKES,38,FLATTER,43,POISONJAB,50,CAPTIVATE,58,HORNDRILL,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34],1,MEGAHORN,1,PECK,1,FOCUSENERGY,1,DOUBLEKICK,1,POISONSTING,23,CHIPAWAY,35,THRASH,43,EARTHPOWER,58,MEGAHORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35],1,AFTERYOU,1,HEALINGWISH,1,DISARMINGVOICE,1,POUND,1,GROWL,1,ENCORE,7,SING,10,DOUBLESLAP,13,DEFENSECURL,16,FOLLOWME,19,BESTOW,22,WAKEUPSLAP,25,MINIMIZE,28,STOREDPOWER,31,METRONOME,34,COSMICPOWER,37,LUCKYCHANT,40,BODYSLAM,43,MOONLIGHT,46,MOONBLAST,49,GRAVITY,50,METEORMASH,55,HEALINGWISH,58,AFTERYOU,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[36],1,DISARMINGVOICE,1,SING,1,DOUBLESLAP,1,MINIMIZE,1,METRONOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[37],1,EMBER,4,TAILWHIP,7,ROAR,9,BABYDOLLEYES,10,QUICKATTACK,12,CONFUSERAY,15,FIRESPIN,18,PAYBACK,20,WILLOWISP,23,FAINTATTACK,26,HEX,28,FLAMEBURST,31,EXTRASENSORY,34,SAFEGUARD,36,FLAMETHROWER,39,IMPRISON,42,FIREBLAST,44,GRUDGE,47,CAPTIVATE,50,INFERNO,,,,,,,,,,
,EggMoves=CAPTIVATE,DISABLE,EXTRASENSORY,FAINTATTACK,FLAIL,FLAREBLITZ,HEATWAVE,HEX,HOWL,HYPNOSIS,POWERSWAP,SECRETPOWER,SPITE,TAILSLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[38],1,IMPRISON,1,NASTYPLOT,1,FLAMETHROWER,1,QUICKATTACK,1,CONFUSERAY,1,SAFEGUARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[39],1,SING,3,DEFENSECURL,5,POUND,8,PLAYNICE,11,DISARMINGVOICE,15,DISABLE,18,DOUBLESLAP,21,ROLLOUT,24,ROUND,28,WAKEUPSLAP,32,REST,35,BODYSLAM,37,MIMIC,40,GYROBALL,44,HYPERVOICE,49,DOUBLEEDGE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[40],1,DOUBLEEDGE,1,PLAYROUGH,1,SING,1,DEFENSECURL,1,DISABLE,1,DOUBLESLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[41],1,LEECHLIFE,5,SUPERSONIC,7,ASTONISH,11,BITE,13,WINGATTACK,17,CONFUSERAY,19,AIRCUTTER,23,SWIFT,25,POISONFANG,29,MEANLOOK,31,ACROBATICS,35,HAZE,37,VENOSHOCK,41,AIRSLASH,43,QUICKGUARD,,,,,,,,,,,,,,,,,,,,
,EggMoves=BRAVEBIRD,CURSE,DEFOG,FAINTATTACK,GIGADRAIN,GUST,HYPNOSIS,NASTYPLOT,PURSUIT,QUICKATTACK,STEELWING,VENOMDRENCH,WHIRLWIND,ZENHEADBUTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[42],1,SCREECH,1,LEECHLIFE,1,SUPERSONIC,1,ASTONISH,1,BITE,5,SUPERSONIC,7,ASTONISH,11,BITE,13,WINGATTACK,17,CONFUSERAY,19,AIRCUTTER,24,SWIFT,27,POISONFANG,32,MEANLOOK,35,ACROBATICS,40,HAZE,43,VENOSHOCK,48,AIRSLASH,51,QUICKGUARD,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[43],1,ABSORB,5,SWEETSCENT,9,ACID,13,POISONPOWDER,14,STUNSPORE,15,SLEEPPOWDER,19,MEGADRAIN,23,LUCKYCHANT,27,MOONLIGHT,31,GIGADRAIN,35,TOXIC,39,NATURALGIFT,43,MOONBLAST,47,GRASSYTERRAIN,51,PETALDANCE,,,,,,,,,,,,,,,,,,,,
,EggMoves=AFTERYOU,CHARM,FLAIL,INGRAIN,NATUREPOWER,RAZORLEAF,SECRETPOWER,SYNTHESIS,TEETERDANCE,TICKLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[44],1,ABSORB,1,SWEETSCENT,1,ACID,5,SWEETSCENT,9,ACID,13,POISONPOWDER,14,STUNSPORE,15,SLEEPPOWDER,19,MEGADRAIN,24,LUCKYCHANT,29,MOONLIGHT,34,GIGADRAIN,39,TOXIC,44,NATURALGIFT,49,PETALBLIZZARD,54,GRASSYTERRAIN,59,PETALDANCE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[45],1,MEGADRAIN,1,AROMATHERAPY,1,POISONPOWDER,1,STUNSPORE,49,PETALBLIZZARD,59,PETALDANCE,64,SOLARBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[46],1,SCRATCH,6,STUNSPORE,6,POISONPOWDER,11,LEECHLIFE,17,FURYCUTTER,22,SPORE,27,SLASH,33,GROWTH,38,GIGADRAIN,43,AROMATHERAPY,49,RAGEPOWDER,54,XSCISSOR,,,,,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=AGILITY,BUGBITE,CROSSPOISON,ENDURE,FELLSTINGER,FLAIL,LEECHSEED,METALCLAW,NATURALGIFT,PSYBEAM,PURSUIT,ROTOTILLER,SCREECH,SWEETSCENT,WIDEGUARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[47],1,CROSSPOISON,1,SCRATCH,1,STUNSPORE,1,POISONPOWDER,1,LEECHLIFE,6,STUNSPORE,6,POISONPOWDER,11,LEECHLIFE,17,FURYCUTTER,22,SPORE,29,SLASH,37,GROWTH,44,GIGADRAIN,51,AROMATHERAPY,59,RAGEPOWDER,66,XSCISSOR,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[48],1,TACKLE,1,DISABLE,1,FORESIGHT,5,SUPERSONIC,11,CONFUSION,13,POISONPOWDER,17,LEECHLIFE,23,STUNSPORE,25,PSYBEAM,29,SLEEPPOWDER,35,SIGNALBEAM,37,ZENHEADBUTT,41,POISONFANG,47,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=AGILITY,BATONPASS,BUGBITE,GIGADRAIN,MORNINGSUN,RAGEPOWDER,SCREECH,SECRETPOWER,SIGNALBEAM,SKILLSWAP,TOXICSPIKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[49],1,QUIVERDANCE,1,BUGBUZZ,1,SILVERWIND,1,TACKLE,1,DISABLE,1,FORESIGHT,1,SUPERSONIC,5,SUPERSONIC,11,CONFUSION,13,POISONPOWDER,17,LEECHLIFE,23,STUNSPORE,25,PSYBEAM,29,SLEEPPOWDER,31,GUST,37,SIGNALBEAM,41,ZENHEADBUTT,47,POISONFANG,55,PSYCHIC,59,BUGBUZZ,63,QUIVERDANCE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[50],1,SCRATCH,1,SANDATTACK,4,GROWL,7,ASTONISH,12,MUDSLAP,15,MAGNITUDE,18,BULLDOZE,23,SUCKERPUNCH,26,MUDBOMB,29,EARTHPOWER,34,DIG,37,SLASH,40,EARTHQUAKE,45,FISSURE,,,,,,,,,,,,,,,,,,,,,,
,EggMoves=ANCIENTPOWER,ASTONISH,BEATUP,ENDURE,FAINTATTACK,FINALGAMBIT,HEADBUTT,MEMENTO,MUDBOMB,PURSUIT,REVERSAL,SCREECH,UPROAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[51],1,ROTOTILLER,1,NIGHTSLASH,1,TRIATTACK,1,SCRATCH,1,SANDATTACK,1,GROWL,4,GROWL,7,ASTONISH,12,MUDSLAP,15,MAGNITUDE,18,BULLDOZE,23,SUCKERPUNCH,26,SANDTOMB,28,MUDBOMB,33,EARTHPOWER,40,DIG,45,SLASH,50,EARTHQUAKE,57,FISSURE,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[52],1,SCRATCH,1,GROWL,6,BITE,9,FAKEOUT,14,FURYSWIPES,17,SCREECH,22,FAINTATTACK,25,TAUNT,30,PAYDAY,33,SLASH,38,NASTYPLOT,41,ASSURANCE,46,CAPTIVATE,49,NIGHTSLASH,50,FEINT,,,,,,,,,,,,,,,,,,,,
,EggMoves=AMNESIA,ASSIST,CHARM,FLAIL,FOULPLAY,HYPNOSIS,IRONTAIL,LASTRESORT,ODORSLEUTH,PUNISHMENT,SNATCH,SPITE,TAILWHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[53],1,PLAYROUGH,1,SWITCHEROO,1,SCRATCH,1,GROWL,1,BITE,1,FAKEOUT,6,BITE,9,FAKEOUT,14,FURYSWIPES,17,SCREECH,22,FAINTATTACK,25,TAUNT,28,SWIFT,32,POWERGEM,37,SLASH,44,NASTYPLOT,49,ASSURANCE,56,CAPTIVATE,61,NIGHTSLASH,65,FEINT,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[54],1,WATERSPORT,1,SCRATCH,4,TAILWHIP,8,WATERGUN,11,CONFUSION,15,FURYSWIPES,18,WATERPULSE,22,DISABLE,25,SCREECH,29,AQUATAIL,32,ZENHEADBUTT,36,SOAK,39,PSYCHUP,43,AMNESIA,46,HYDROPUMP,50,WONDERROOM,,,,,,,,,,,,,,,,,,
,EggMoves=CLEARSMOG,CONFUSERAY,CROSSCHOP,ENCORE,FORESIGHT,FUTURESIGHT,HYPNOSIS,MUDBOMB,PSYBEAM,REFRESH,SECRETPOWER,SIMPLEBEAM,SLEEPTALK,SYNCHRONOISE,YAWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
